path,domain,class,split,group
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/89d94469-6bd0-4b98-8736-bf9a1247271f___Matt.S_CG 7410.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18443299308074763199
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8a5a6fa0-17f1-42da-b7ee-406783e8666b___JR_Sept.L.S 8411.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18006450980715169695
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8a7b0bc4-2641-4674-9ce7-6b69ab55f388___Matt.S_CG 6816.JPG,lab,tomato_septoria,test,lab_tomato_septoria_17287000940242600847
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8a8675be-3990-4089-b64d-a5c5d28aacde___Keller.St_CG 2033.JPG,lab,tomato_septoria,val,lab_tomato_septoria_18828499090431
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8a90ed3e-79fb-40e4-b3f6-005013452e32___JR_Sept.L.S 2565.JPG,lab,tomato_septoria,train,lab_tomato_septoria_72909747888562079
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8aa69183-3423-4d4e-88a2-640508f2ed4b___Matt.S_CG 6613.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18438794061340066766
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8aad671a-ce18-4cdb-9744-63eb859d40b7___Matt.S_CG 7650.JPG,lab,tomato_septoria,val,lab_tomato_septoria_16710557493402603769
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8ae83365-7729-450a-9a49-328ae36155af___JR_Sept.L.S 2510.JPG,lab,tomato_septoria,train,lab_tomato_septoria_16201854064371276261
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8b3906bb-538e-4a7e-83c0-a6a7fef3b2f1___JR_Sept.L.S 8420.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18442107995841159651
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8b676993-b491-4580-ab66-d620c060d79e___Matt.S_CG 7456.JPG,lab,tomato_septoria,val,lab_tomato_septoria_18438160190751737759
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8b94c375-1eaf-4e17-b7ae-7718ab4c0b29___Matt.S_CG 5984.JPG,lab,tomato_septoria,train,lab_tomato_septoria_9277631409337401343
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8b9ca191-719d-40cf-9077-89d9534dee6b___JR_Sept.L.S 8457.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18442178642676097839
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8bcab1d2-d0fe-497d-9419-765c99ac6989___JR_Sept.L.S 8541.JPG,lab,tomato_septoria,val,lab_tomato_septoria_18299220140874761159
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8bcfea5e-26a6-4a7a-9a36-068298b89029___JR_Sept.L.S 8429.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17287036253981701071
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8be9c468-c2d3-40cd-bfc9-21c94fc81d0a___JR_Sept.L.S 2564.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17997231847385853935
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8bf151ef-d3ca-47f9-b2d0-685ba9c5f229___Matt.S_CG 1453.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18439851797972640247
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8bf6fb90-0c85-4adf-a416-1c4c54ea5782___Matt.S_CG 6009.JPG,lab,tomato_septoria,train,lab_tomato_septoria_9180309676854674431
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8c4da308-2be0-4f8b-8899-dac9eb728ad5___Matt.S_CG 1438.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17863461682857231359
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8c5a5ad2-1ac9-4a19-a5ea-26ae87e0f4c4___JR_Sept.L.S 2538.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18150601068587878279
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8c73d17b-4821-4e52-9627-3914f7c89bce___JR_Sept.L.S 8481.JPG,lab,tomato_septoria,val,lab_tomato_septoria_2030110104782012030
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8c8912bd-b691-492e-9a41-3df02195e544___Matt.S_CG 2583.JPG,lab,tomato_septoria,val,lab_tomato_septoria_18411701538629153279
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8cbaba7f-8b0b-4eea-a4ed-afd375a7c55a___JR_Sept.L.S 2720.JPG,lab,tomato_septoria,val,lab_tomato_septoria_72919127082878787
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8cf044ea-2e31-49b3-942e-2a74ce20dfe1___Matt.S_CG 7417.JPG,lab,tomato_septoria,test,lab_tomato_septoria_17503407734026986999
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8cfa4da1-02a0-4d53-80cb-ca8f92b05f47___Matt.S_CG 2880.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18154543140358382575
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8d370ca1-f143-4298-bede-e495da068cc0___Matt.S_CG 1315.JPG,lab,tomato_septoria,test,lab_tomato_septoria_17277993457499105207
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8d5130bd-a47d-449e-a18a-6074d768011a___Matt.S_CG 6785.JPG,lab,tomato_septoria,test,lab_tomato_septoria_16249129850395164671
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8d8730db-4a12-4324-8218-47a86ea6b44e___Matt.S_CG 7708.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18285038361867968479
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8d9de432-48bb-4a21-9288-6ea97064edb8___Keller.St_CG 1917.JPG,lab,tomato_septoria,test,lab_tomato_septoria_18446743107862201088
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8ddb1dc4-2a3b-47d1-aff4-53272713f514___JR_Sept.L.S 2603.JPG,lab,tomato_septoria,val,lab_tomato_septoria_17863465280170656743
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8ddc7884-3f79-4284-8b11-bd68e156c5bf___Matt.S_CG 6554.JPG,lab,tomato_septoria,test,lab_tomato_septoria_11461387303386145023
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8e15b503-716a-4aa4-83f8-62c7d9aae2f1___Matt.S_CG 7655.JPG,lab,tomato_septoria,val,lab_tomato_septoria_17933475557534828527
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8e20ced5-3f32-475d-abd9-6db81cab76c1___Matt.S_CG 6743.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18446154215836553183
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8e31852e-12b6-413d-9f09-c4d7608326b5___JR_Sept.L.S 2487.JPG,lab,tomato_septoria,train,lab_tomato_septoria_619273787228057600
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8e394ac6-15a5-4b49-ad6c-52b3d146457e___Matt.S_CG 1531.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18300924512713163239
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8e5a724e-60a2-4cb7-9c77-639c36739b20___Matt.S_CG 7398.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17862262940490056179
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8e674c81-54a9-4da9-b764-db74f3f377fc___Matt.S_CG 6791.JPG,lab,tomato_septoria,val,lab_tomato_septoria_16700345490232328960
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8ea5ab78-1e1f-4f6b-97b0-84550af26040___Keller.St_CG 2039.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18442182868047814672
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8eb8581e-fe35-432a-bb91-6e4d01e20d86___Matt.S_CG 7696.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18433196479185731712
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8eeef084-da1d-4b7d-af5e-ded3d7061b1d___Matt.S_CG 0797.JPG,lab,tomato_septoria,train,lab_tomato_septoria_1802876747775
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8f2c9096-f0af-4f68-a0cb-9343ac4eacb2___Matt.S_CG 1228.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17363902059864190206
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8f3956a3-1d30-4df2-bac5-993ca9d335f8___Keller.St_CG 1886.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18374388499077660672
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8f4a967e-a423-42a1-9e61-b665ff9b9cf9___Matt.S_CG 2606.JPG,lab,tomato_septoria,test,lab_tomato_septoria_18428592801064992960
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8f5a4a7c-445b-4bb2-aa73-2c736733f82b___Matt.S_CG 7573.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18294122542926174563
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8f7043f7-a79e-4c9b-86d2-80b032b659b6___JR_Sept.L.S 2684.JPG,lab,tomato_septoria,test,lab_tomato_septoria_2235763467046562575
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8f8c3234-855a-4841-8ec0-5d644ba8743a___JR_Sept.L.S 8506.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18433171443436090367
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8fabb9ea-8048-406a-be78-a64123654212___JR_Sept.L.S 2591.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18373829691739464587
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8fdc83d8-f6f8-481d-bd09-e1baecddc6cf___JR_Sept.L.S 2611.JPG,lab,tomato_septoria,train,lab_tomato_septoria_11497557372583772931
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/8fe7631a-a0b5-4658-99a6-9cebcdb0e7f1___Matt.S_CG 1671.JPG,lab,tomato_septoria,val,lab_tomato_septoria_16106986634804954111
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/90121b1e-8f2e-400b-85c0-940ca59ad873___Matt.S_CG 0673.JPG,lab,tomato_septoria,train,lab_tomato_septoria_155639041748991
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/906be65e-a9f5-4ea9-bb47-4706aa2bf180___Matt.S_CG 7526.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17574034228638220785
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/908a637d-2cba-4c03-ab03-4b41eae1470c___Matt.S_CG 7459.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18294114849770291647
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/90aea036-5a0f-49da-b344-118c8b108c84___Matt.S_CG 7767.JPG,lab,tomato_septoria,train,lab_tomato_septoria_14972080087053205967
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/90caf05a-8217-4eab-b91e-e2495c51e5e7___JR_Sept.L.S 2571.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18439926551979225536
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/90e53552-bfd0-4780-898c-1df4f15d4376___Matt.S_CG 6008.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18428605995199594752
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9102ff1d-7934-408e-bc0b-ca2694f46b76___Matt.S_CG 2870.JPG,lab,tomato_septoria,test,lab_tomato_septoria_18446460729833910368
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9143d8ef-3d8a-48e8-9345-a5eb988091ef___Matt.S_CG 6821.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18438796536361026047
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/91857ff3-93b6-4c07-b6cd-a23bd89717ee___JR_Sept.L.S 8493.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18444430166546564079
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9190b657-36a1-44b5-811d-e47093babc6b___Matt.S_CG 2554.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18433113985096138753
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/920f7311-a00a-421f-8c93-f2e84dddd9fa___Matt.S_CG 2540.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18439920236128995271
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/92a8d3b2-6f19-4f93-9e5f-1adf2e491a9d___Matt.S_CG 2495.JPG,lab,tomato_septoria,val,lab_tomato_septoria_148125374288527807
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/92cf3568-abcc-43b4-acb4-9d00171d2478___Keller.St_CG 1984.JPG,lab,tomato_septoria,train,lab_tomato_septoria_1082899361894039808
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/92fa6312-e883-462a-8251-4068f245699d___Keller.St_CG 1894.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18446743382539830016
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/92fabdc8-56a1-4d23-a075-4f9aa94c7193___JR_Sept.L.S 8487.JPG,lab,tomato_septoria,train,lab_tomato_septoria_11497628008693627134
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/92fbce1f-9e6e-4eaa-9161-4ed4f7a511dd___JR_Sept.L.S 2609.JPG,lab,tomato_septoria,test,lab_tomato_septoria_2255931067990015
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/932b6ab7-9d96-43ec-9e7b-e2b0508d8a1e___Matt.S_CG 1596.JPG,lab,tomato_septoria,train,lab_tomato_septoria_14954065679961684987
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/93803782-3190-4a41-98a3-1c2712ca8571___JR_Sept.L.S 2704.JPG,lab,tomato_septoria,train,lab_tomato_septoria_9160048428489754471
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/93993d21-cc89-4e64-b989-232a90ba101e___JR_Sept.L.S 8478.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18443335320326996991
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/939b8ab2-3d4d-4ee3-8677-18e29f2f8bc3___Matt.S_CG 1651.JPG,lab,tomato_septoria,test,lab_tomato_septoria_18415081993571189247
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/93d905ab-5def-4105-80b8-d85f54258a4a___Keller.St_CG 2028.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18446540728736616195
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/93e7ceb9-1de0-4b55-9a8e-5e017a87cede___Keller.St_CG 1814.JPG,lab,tomato_septoria,val,lab_tomato_septoria_18446743516374106112
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/941b0412-6299-4aff-bda4-e7d89f51af91___JR_Sept.L.S 2628.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17565097930552870863
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/94290034-9eeb-42ac-ae71-a34a31de918a___Matt.S_CG 7502.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17867965007598223584
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9440c32c-d801-4641-9977-a518c736dc17___Matt.S_CG 7374.JPG,lab,tomato_septoria,train,lab_tomato_septoria_5154232347507524087
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/94445a4d-97cd-4db5-aedb-32da5756b2d7___JR_Sept.L.S 2498.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17429987744825836284
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/94473aa8-8533-4c7c-8651-d3e4c63d7c9d___JR_Sept.L.S 8434.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17574105417039974175
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/944d1a18-653e-4f97-9ecb-ed8de360de7a___Matt.S_CG 0663.JPG,lab,tomato_septoria,test,lab_tomato_septoria_169032162081279
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9451437a-5608-4354-bc46-6762c3a87e7a___Matt.S_CG 7814.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18444986508684494799
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/94705801-10e5-42c7-9413-9f2f9a192efd___Matt.S_CG 1559.JPG,lab,tomato_septoria,train,lab_tomato_septoria_10342450305148506111
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9472f447-6fe5-40f2-a25a-847323e8ca6c___JR_Sept.L.S 2624.JPG,lab,tomato_septoria,val,lab_tomato_septoria_17287036252352200960
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/947633cb-9ba7-4703-9afa-9fde8ad25888___JR_Sept.L.S 2539.JPG,lab,tomato_septoria,test,lab_tomato_septoria_18150565882101827343
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/947797d8-4187-4401-920a-79f7cbb6f509___JR_Sept.L.S 8381.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17287000940217483719
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/94af2c43-753b-459f-8767-da8cee61bfe1___JR_Sept.L.S 2496.JPG,lab,tomato_septoria,train,lab_tomato_septoria_9187113609527496451
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/94d2930c-7f66-4900-90b5-4ea22d053320___JR_Sept.L.S 8377.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18294045011292929919
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/94efa674-cb5a-4a95-80d2-bb194bb5d89a___Matt.S_CG 6370.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18444487330388508672
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/94f3292d-c589-4d85-8caf-62c52ae331ea___Matt.S_CG 7449.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18228531426437923328
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/94f6e97d-5aee-44eb-a1bc-8699e05f71d8___Keller.St_CG 1927.JPG,lab,tomato_septoria,test,lab_tomato_septoria_18446699797747532551
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/94fec6ad-4519-4eea-91d5-e155f5b6f366___Matt.S_CG 6025.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18438730306917073407
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/952f14ea-6697-4361-897f-a3123c69b7e4___Matt.S_CG 2790.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18438794061352600479
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9553897f-0b12-4b46-807b-d33c19ade9d9___JR_Sept.L.S 2697.JPG,lab,tomato_septoria,val,lab_tomato_septoria_15046499708053275075
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9580a3c7-f614-4f5c-b660-8b9525865917___Keller.St_CG 1858.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18446744035374661632
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/95824292-d97c-45aa-942f-3160e5263282___Matt.S_CG 2438.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17276865353200682999
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/95968140-306b-45b7-9bb0-bb475995d29c___JR_Sept.L.S 2580.JPG,lab,tomato_septoria,train,lab_tomato_septoria_9288380441135269887
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/95fb80ea-97dd-4d8a-b2d4-16a3ec3d5da6___JR_Sept.L.S 2692.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18443349613982376160
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9604c3d8-1ccd-4aea-8e31-b90ad17bdae1___JR_Sept.L.S 8406.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18416067165909392383
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/96090c07-dbf5-46e4-94bf-bf0d06cdf907___Matt.S_CG 7796.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18443297656668193251
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/962119e0-4165-4c4e-bf7e-fd68f89e4e6b___Keller.St_CG 2016.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18445052995583542019
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/963549d4-2e44-4b10-8e73-9d955a80949c___Keller.St_CG 1946.JPG,lab,tomato_septoria,val,lab_tomato_septoria_17933545372203087871
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/963a7271-22fd-4c29-bb0a-da24ccd085fa___Keller.St_CG 1821.JPG,lab,tomato_septoria,val,lab_tomato_septoria_18446744018160189440
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/965adbc7-971b-49a3-8bea-be05886c959c___Matt.S_CG 1498.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18439922430865671934
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/969a199c-8cf8-4a0a-94ef-d7a23569417b___Matt.S_CG 1586.JPG,lab,tomato_septoria,val,lab_tomato_septoria_17280179569005027839
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/96b822e7-9d51-40d2-9a1f-b4125446531b___Matt.S_CG 7397.JPG,lab,tomato_septoria,train,lab_tomato_septoria_12661785913874876159
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/96d09f73-139b-44ef-a2bd-5a9717f6a2b6___JR_Sept.L.S 2670.JPG,lab,tomato_septoria,train,lab_tomato_septoria_16127253382891303409
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/971a3e79-1c8e-43fb-8734-35172df9272a___JR_Sept.L.S 8394.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18442487595788370927
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/971cd71b-c5da-48dc-8c7b-91280e231301___Keller.St_CG 1823.JPG,lab,tomato_septoria,test,lab_tomato_septoria_18446743090615091457
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/972264b7-6644-4e88-b1a7-fac8a1d4e139___Matt.S_CG 7649.JPG,lab,tomato_septoria,train,lab_tomato_septoria_13807912844384076047
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/975e4b27-f8c0-4a09-8412-bdd1f56479ba___Keller.St_CG 1855.JPG,lab,tomato_septoria,val,lab_tomato_septoria_13255313341952
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/97681802-8ef1-491a-ac56-a9772fdb4906___JR_Sept.L.S 8520.JPG,lab,tomato_septoria,val,lab_tomato_septoria_17854383848604025847
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9784efc5-3e57-4d12-9912-9a06cb6d56fb___Keller.St_CG 1863.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18446744063374786560
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/97862022-bdbb-4641-b2e7-daa77f5f03d5___JR_Sept.L.S 2553.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18430897572987134415
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9792efe3-fd2e-4b87-a613-bb65dc743745___Keller.St_CG 1873.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18443363343826157568
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/97e4c7c5-cdbe-49a9-b93c-2feab0d15659___Keller.St_CG 2031.JPG,lab,tomato_septoria,train,lab_tomato_septoria_3395466862586169103
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/97e6d900-b2e6-49b8-8e76-07404a986370___Matt.S_CG 6715.JPG,lab,tomato_septoria,val,lab_tomato_septoria_17853328308800905471
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/97f800c6-092e-4983-abea-c02c1c64970e___Matt.S_CG 0710.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17361623854182613244
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/980d0ee6-693a-44ae-b38d-eef2cc4aa9da___Matt.S_CG 7385.JPG,lab,tomato_septoria,train,lab_tomato_septoria_10310766157434554879
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9875f865-913e-4afa-a0f7-31395c7eab75___Matt.S_CG 2470.JPG,lab,tomato_septoria,test,lab_tomato_septoria_16701471381109989879
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/988d5328-da67-4872-9db0-baff075a432f___JR_Sept.L.S 2586.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18229692509234251775
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/98da1654-e91d-48d7-931c-9642d46a9f77___JR_Sept.L.S 2634.JPG,lab,tomato_septoria,train,lab_tomato_septoria_17429990218705967615
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/993f3e69-946a-4aa3-bd82-9e084d36e6de___JR_Sept.L.S 2512.JPG,lab,tomato_septoria,train,lab_tomato_septoria_27268831173134335
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9987bda9-1077-43e4-989d-31c435ede10a___Keller.St_CG 1987.JPG,lab,tomato_septoria,train,lab_tomato_septoria_18444766039278354432
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/99d7c6a2-1781-45af-86f9-fc380cd14207___Keller.St_CG 2043.JPG,lab,tomato_septoria,test,lab_tomato_septoria_17357093728574831864
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/99ec3521-b951-40f9-a5b4-d80cfc1f9e68___Keller.St_CG 1891.JPG,lab,tomato_septoria,val,lab_tomato_septoria_18374403875000582144
data/raw/plantvillage/plantvillage dataset/color/Tomato___Septoria_leaf_spot/9a14bf02-01b4-4107-9254-998b5967e209___Matt.S_CG 6194.JPG,lab,tomato_septoria,train,lab_tomato_septoria_2242527645064284159
